,booth,electorate,party,candidate,votes
7592,Manuka (Early voting),Kurrajong,ACT Labor,"INGRAM, Jacob",269
7593,Manuka (Early voting),Kurrajong,ACT Labor,"NORTHAM, Maddy",291
7594,Manuka (Early voting),Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",543
7595,Manuka (Early voting),Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",45
7596,Manuka (Early voting),Kurrajong,Animal Justice Party,"SMITH, Julie",50
7597,Manuka (Early voting),Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",26
7598,Manuka (Early voting),Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",24
7599,Manuka (Early voting),Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",26
7600,Manuka (Early voting),Kurrajong,Canberra Liberals,"BURCH, Candice",1169
7601,Manuka (Early voting),Kurrajong,Canberra Liberals,"GUMBER, Rattesh",225
7602,Manuka (Early voting),Kurrajong,Canberra Liberals,"JOHNSON, Robert",295
7603,Manuka (Early voting),Kurrajong,Canberra Liberals,"LEE, Elizabeth",1276
7604,Manuka (Early voting),Kurrajong,Canberra Liberals,"PENTONY, Patrick",867
7605,Manuka (Early voting),Kurrajong,Canberra Progressives,"BOHM, Tim",188
7606,Manuka (Early voting),Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",89
7607,Manuka (Early voting),Kurrajong,Canberra Progressives,"FAULKNER, Therese",128
7608,Manuka (Early voting),Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",69
7609,Manuka (Early voting),Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",61
7610,Manuka (Early voting),Kurrajong,The ACT Greens,"BOISEN, Adriana",163
7611,Manuka (Early voting),Kurrajong,The ACT Greens,"BREWER, Michael",127
7612,Manuka (Early voting),Kurrajong,The ACT Greens,"RATTENBURY, Shane",870
7613,Manuka (Early voting),Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",345
7614,Manuka (Early voting),Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",15
7615,Manuka (Early voting),Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",14
7616,Manuka (Early voting),Kurrajong,Ungrouped,"DAMIANO, Marilena",41
7617,Manuka (Early voting),Kurrajong,Ungrouped,"PAINE, Bruce",154
7618,Manuka (Early voting),Murrumbidgee,ACT Labor,"CODY, Bec",135
7619,Manuka (Early voting),Murrumbidgee,ACT Labor,"DOBSON, Tim",64
7620,Manuka (Early voting),Murrumbidgee,ACT Labor,"LONG, Brendan",70
7621,Manuka (Early voting),Murrumbidgee,ACT Labor,"PATERSON, Marisa",143
7622,Manuka (Early voting),Murrumbidgee,ACT Labor,"STEEL, Chris",209
7623,Manuka (Early voting),Murrumbidgee,Animal Justice Party,"del VALLE, Yana",15
7624,Manuka (Early voting),Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",11
7625,Manuka (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",2
7626,Manuka (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",3
7627,Manuka (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",4
7628,Manuka (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",5
7629,Manuka (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",3
7630,Manuka (Early voting),Murrumbidgee,Canberra Liberals,"COCKS, Ed",126
7631,Manuka (Early voting),Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",471
7632,Manuka (Early voting),Murrumbidgee,Canberra Liberals,"JONES, Giulia",191
7633,Manuka (Early voting),Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",92
7634,Manuka (Early voting),Murrumbidgee,Canberra Liberals,"SUINE, Sarah",96
7635,Manuka (Early voting),Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",19
7636,Manuka (Early voting),Murrumbidgee,Canberra Progressives,"LIN, Stephen",17
7637,Manuka (Early voting),Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",10
7638,Manuka (Early voting),Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",6
7639,Manuka (Early voting),Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",19
7640,Manuka (Early voting),Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",14
7641,Manuka (Early voting),Murrumbidgee,The ACT Greens,"BAKER, Terry",42
7642,Manuka (Early voting),Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",126
7643,Manuka (Early voting),Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",63
7644,Manuka (Early voting),Murrumbidgee,Ungrouped,"CARRICK, Fiona",115
7645,Manuka (Early voting),Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",4
7646,Manuka (Early voting),Murrumbidgee,Ungrouped,"WHYTE, Brendan",14
7647,Manuka (Early voting),Yerrabi,ACT Labor,"FISCHER, Tom",14
7648,Manuka (Early voting),Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",28
7649,Manuka (Early voting),Yerrabi,ACT Labor,"ORR, Suzanne",46
7650,Manuka (Early voting),Yerrabi,ACT Labor,"PETTERSSON, Michael",38
7651,Manuka (Early voting),Yerrabi,ACT Labor,"PHILLIPS, Georgia",22
7652,Manuka (Early voting),Yerrabi,Animal Justice Party,"BRENNAN, Bernie",2
7653,Manuka (Early voting),Yerrabi,Animal Justice Party,"HORNE, Francine",2
7654,Manuka (Early voting),Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",0
7655,Manuka (Early voting),Yerrabi,Canberra Liberals,"CASTLEY, Leanne",38
7656,Manuka (Early voting),Yerrabi,Canberra Liberals,"COE, Alistair",87
7657,Manuka (Early voting),Yerrabi,Canberra Liberals,"MILLIGAN, James",28
7658,Manuka (Early voting),Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",14
7659,Manuka (Early voting),Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",22
7660,Manuka (Early voting),Yerrabi,Canberra Progressives,"STELZIG, Mike",1
7661,Manuka (Early voting),Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",11
7662,Manuka (Early voting),Yerrabi,David Pollard Independent,"POLLARD, David",13
7663,Manuka (Early voting),Yerrabi,David Pollard Independent,"POLLARD, Stephanie",1
7664,Manuka (Early voting),Yerrabi,Labour DLP,"HELMORE, Olivia",18
7665,Manuka (Early voting),Yerrabi,Labour DLP,"STRANG, Bernie",3
7666,Manuka (Early voting),Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",1
7667,Manuka (Early voting),Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",1
7668,Manuka (Early voting),Yerrabi,The ACT Greens,"BRADDOCK, Andrew",24
7669,Manuka (Early voting),Yerrabi,The ACT Greens,"HAQUE, Mainul",16
7670,Manuka (Early voting),Yerrabi,Ungrouped,"CROSS, Helen",0
7671,Manuka (Early voting),Yerrabi,Ungrouped,"LI, Fuxin",3
7672,Narrabundah,Brindabella,ACT Labor,"BURCH, Joy",1
7673,Narrabundah,Brindabella,ACT Labor,"DAY, Cathy",4
7674,Narrabundah,Brindabella,ACT Labor,"FORDE, Brendan",0
7675,Narrabundah,Brindabella,ACT Labor,"GENTLEMAN, Mick",7
7676,Narrabundah,Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",6
7677,Narrabundah,Brindabella,Animal Justice Party,"FAHIZ, Jannah",0
7678,Narrabundah,Brindabella,Animal Justice Party,"SOXSMITH, Robyn",1
7679,Narrabundah,Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",0
7680,Narrabundah,Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",0
7681,Narrabundah,Brindabella,Canberra Liberals,"DANIELS, James",1
7682,Narrabundah,Brindabella,Canberra Liberals,"HIATT, Jane",1
7683,Narrabundah,Brindabella,Canberra Liberals,"LAWDER, Nicole",2
7684,Narrabundah,Brindabella,Canberra Liberals,"PARTON, Mark",4
7685,Narrabundah,Brindabella,Canberra Liberals,"WALL, Andrew",1
7686,Narrabundah,Brindabella,Liberal Democrats,"GOWOR, Jacob",0
7687,Narrabundah,Brindabella,Liberal Democrats,"KNIGHT, Matthew",0
7688,Narrabundah,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",0
7689,Narrabundah,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",1
7690,Narrabundah,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",0
7691,Narrabundah,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",3
7692,Narrabundah,Brindabella,The ACT Greens,"DAVIS, Johnathan",2
7693,Narrabundah,Brindabella,The ACT Greens,"ELLERMAN, Sue",1
7694,Narrabundah,Brindabella,The ACT Greens,"NUTTALL, Laura",4
7695,Narrabundah,Ginninderra,ACT Labor,"BERRY, Yvette",0
7696,Narrabundah,Ginninderra,ACT Labor,"CHEYNE, Tara",0
7697,Narrabundah,Ginninderra,ACT Labor,"DUCKER, Sue",0
7698,Narrabundah,Ginninderra,ACT Labor,"LLOYD, Greg",0
7699,Narrabundah,Ginninderra,ACT Labor,"RAMSAY, Gordon",0
7700,Narrabundah,Ginninderra,Animal Justice Party,"DREW, Carolyne",0
7701,Narrabundah,Ginninderra,Animal Justice Party,"DREW, Lara",0
7702,Narrabundah,Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
7703,Narrabundah,Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",0
7704,Narrabundah,Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
7705,Narrabundah,Ginninderra,Belco Party,"DUBEY, Vijay",0
7706,Narrabundah,Ginninderra,Belco Party,"HENRY, Chic",0
7707,Narrabundah,Ginninderra,Belco Party,"LOUNT, Angela",0
7708,Narrabundah,Ginninderra,Belco Party,"STEFANIAK, Bill",0
7709,Narrabundah,Ginninderra,Belco Party,"TUTT, Alan",0
7710,Narrabundah,Ginninderra,Canberra Liberals,"CAIN, Peter",0
7711,Narrabundah,Ginninderra,Canberra Liberals,"GUNNING, Robert",0
7712,Narrabundah,Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",0
7713,Narrabundah,Ginninderra,Canberra Liberals,"LAM, Kacey",0
7714,Narrabundah,Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",0
7715,Narrabundah,Ginninderra,Labour DLP,"McCLURE, Helen",0
7716,Narrabundah,Ginninderra,Labour DLP,"McCLURE, Ian",0
7717,Narrabundah,Ginninderra,Liberal Democrats,"DE LUCA, Dominic",0
7718,Narrabundah,Ginninderra,Liberal Democrats,"JAKEMAN, Guy",0
7719,Narrabundah,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",0
7720,Narrabundah,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",0
7721,Narrabundah,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",0
7722,Narrabundah,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",0
7723,Narrabundah,Ginninderra,The ACT Greens,"CLAY, Jo",0
7724,Narrabundah,Ginninderra,The ACT Greens,"LIERSCH, Tim",0
7725,Narrabundah,Ginninderra,The ACT Greens,"MILLNER, Katt",0
7726,Narrabundah,Ginninderra,Ungrouped,"CULLEN, Mignonne",0
7727,Narrabundah,Kurrajong,ACT Labor,"ANDERSON, Judy",45
7728,Narrabundah,Kurrajong,ACT Labor,"BARR, Andrew",136
7729,Narrabundah,Kurrajong,ACT Labor,"INGRAM, Jacob",33
7730,Narrabundah,Kurrajong,ACT Labor,"NORTHAM, Maddy",18
7731,Narrabundah,Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",38
7732,Narrabundah,Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",5
7733,Narrabundah,Kurrajong,Animal Justice Party,"SMITH, Julie",16
7734,Narrabundah,Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",5
7735,Narrabundah,Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",4
7736,Narrabundah,Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",2
7737,Narrabundah,Kurrajong,Canberra Liberals,"BURCH, Candice",64
7738,Narrabundah,Kurrajong,Canberra Liberals,"GUMBER, Rattesh",13
7739,Narrabundah,Kurrajong,Canberra Liberals,"JOHNSON, Robert",43
7740,Narrabundah,Kurrajong,Canberra Liberals,"LEE, Elizabeth",47
7741,Narrabundah,Kurrajong,Canberra Liberals,"PENTONY, Patrick",36
7742,Narrabundah,Kurrajong,Canberra Progressives,"BOHM, Tim",9
7743,Narrabundah,Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",6
7744,Narrabundah,Kurrajong,Canberra Progressives,"FAULKNER, Therese",9
7745,Narrabundah,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",6
7746,Narrabundah,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",7
7747,Narrabundah,Kurrajong,The ACT Greens,"BOISEN, Adriana",10
7748,Narrabundah,Kurrajong,The ACT Greens,"BREWER, Michael",12
7749,Narrabundah,Kurrajong,The ACT Greens,"RATTENBURY, Shane",49
7750,Narrabundah,Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",28
7751,Narrabundah,Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",4
7752,Narrabundah,Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",2
7753,Narrabundah,Kurrajong,Ungrouped,"DAMIANO, Marilena",4
7754,Narrabundah,Kurrajong,Ungrouped,"PAINE, Bruce",10
7755,Narrabundah,Murrumbidgee,ACT Labor,"CODY, Bec",3
7756,Narrabundah,Murrumbidgee,ACT Labor,"DOBSON, Tim",3
7757,Narrabundah,Murrumbidgee,ACT Labor,"LONG, Brendan",1
7758,Narrabundah,Murrumbidgee,ACT Labor,"PATERSON, Marisa",0
7759,Narrabundah,Murrumbidgee,ACT Labor,"STEEL, Chris",3
7760,Narrabundah,Murrumbidgee,Animal Justice Party,"del VALLE, Yana",0
7761,Narrabundah,Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",0
7762,Narrabundah,Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",0
7763,Narrabundah,Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",0
7764,Narrabundah,Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",1
7765,Narrabundah,Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",0
7766,Narrabundah,Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",0
7767,Narrabundah,Murrumbidgee,Canberra Liberals,"COCKS, Ed",0
7768,Narrabundah,Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",6
7769,Narrabundah,Murrumbidgee,Canberra Liberals,"JONES, Giulia",3
7770,Narrabundah,Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",0
7771,Narrabundah,Murrumbidgee,Canberra Liberals,"SUINE, Sarah",1
7772,Narrabundah,Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",0
7773,Narrabundah,Murrumbidgee,Canberra Progressives,"LIN, Stephen",0
7774,Narrabundah,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",0
7775,Narrabundah,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",0
7776,Narrabundah,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",2
7777,Narrabundah,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",0
7778,Narrabundah,Murrumbidgee,The ACT Greens,"BAKER, Terry",1
7779,Narrabundah,Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",2
7780,Narrabundah,Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",2
7781,Narrabundah,Murrumbidgee,Ungrouped,"CARRICK, Fiona",1
7782,Narrabundah,Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",0
7783,Narrabundah,Murrumbidgee,Ungrouped,"WHYTE, Brendan",0
7784,Narrabundah,Yerrabi,ACT Labor,"FISCHER, Tom",4
7785,Narrabundah,Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",0
7786,Narrabundah,Yerrabi,ACT Labor,"ORR, Suzanne",2
7787,Narrabundah,Yerrabi,ACT Labor,"PETTERSSON, Michael",3
7788,Narrabundah,Yerrabi,ACT Labor,"PHILLIPS, Georgia",1
7789,Narrabundah,Yerrabi,Animal Justice Party,"BRENNAN, Bernie",0
7790,Narrabundah,Yerrabi,Animal Justice Party,"HORNE, Francine",1
7791,Narrabundah,Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",0
7792,Narrabundah,Yerrabi,Canberra Liberals,"CASTLEY, Leanne",2
7793,Narrabundah,Yerrabi,Canberra Liberals,"COE, Alistair",3
7794,Narrabundah,Yerrabi,Canberra Liberals,"MILLIGAN, James",0
7795,Narrabundah,Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",0
7796,Narrabundah,Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",0
7797,Narrabundah,Yerrabi,Canberra Progressives,"STELZIG, Mike",0
7798,Narrabundah,Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",0
7799,Narrabundah,Yerrabi,David Pollard Independent,"POLLARD, David",1
7800,Narrabundah,Yerrabi,David Pollard Independent,"POLLARD, Stephanie",0
7801,Narrabundah,Yerrabi,Labour DLP,"HELMORE, Olivia",0
7802,Narrabundah,Yerrabi,Labour DLP,"STRANG, Bernie",0
7803,Narrabundah,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",0
7804,Narrabundah,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",0
7805,Narrabundah,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",4
7806,Narrabundah,Yerrabi,The ACT Greens,"HAQUE, Mainul",1
7807,Narrabundah,Yerrabi,Ungrouped,"CROSS, Helen",0
7808,Narrabundah,Yerrabi,Ungrouped,"LI, Fuxin",0
7809,Oaks Estate,Brindabella,ACT Labor,"BURCH, Joy",2
7810,Oaks Estate,Brindabella,ACT Labor,"DAY, Cathy",1
7811,Oaks Estate,Brindabella,ACT Labor,"FORDE, Brendan",1
7812,Oaks Estate,Brindabella,ACT Labor,"GENTLEMAN, Mick",3
7813,Oaks Estate,Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",1
7814,Oaks Estate,Brindabella,Animal Justice Party,"FAHIZ, Jannah",2
7815,Oaks Estate,Brindabella,Animal Justice Party,"SOXSMITH, Robyn",0
7816,Oaks Estate,Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",1
7817,Oaks Estate,Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",0
7818,Oaks Estate,Brindabella,Canberra Liberals,"DANIELS, James",1
7819,Oaks Estate,Brindabella,Canberra Liberals,"HIATT, Jane",0
7820,Oaks Estate,Brindabella,Canberra Liberals,"LAWDER, Nicole",1
7821,Oaks Estate,Brindabella,Canberra Liberals,"PARTON, Mark",2
7822,Oaks Estate,Brindabella,Canberra Liberals,"WALL, Andrew",1
7823,Oaks Estate,Brindabella,Liberal Democrats,"GOWOR, Jacob",0
7824,Oaks Estate,Brindabella,Liberal Democrats,"KNIGHT, Matthew",1
7825,Oaks Estate,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",2
7826,Oaks Estate,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",0
7827,Oaks Estate,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",0
7828,Oaks Estate,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",0
7829,Oaks Estate,Brindabella,The ACT Greens,"DAVIS, Johnathan",1
7830,Oaks Estate,Brindabella,The ACT Greens,"ELLERMAN, Sue",1
7831,Oaks Estate,Brindabella,The ACT Greens,"NUTTALL, Laura",0
7832,Oaks Estate,Ginninderra,ACT Labor,"BERRY, Yvette",0
7833,Oaks Estate,Ginninderra,ACT Labor,"CHEYNE, Tara",0
7834,Oaks Estate,Ginninderra,ACT Labor,"DUCKER, Sue",0
7835,Oaks Estate,Ginninderra,ACT Labor,"LLOYD, Greg",0
7836,Oaks Estate,Ginninderra,ACT Labor,"RAMSAY, Gordon",0
7837,Oaks Estate,Ginninderra,Animal Justice Party,"DREW, Carolyne",0
7838,Oaks Estate,Ginninderra,Animal Justice Party,"DREW, Lara",0
7839,Oaks Estate,Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
7840,Oaks Estate,Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",0
7841,Oaks Estate,Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
7842,Oaks Estate,Ginninderra,Belco Party,"DUBEY, Vijay",0
7843,Oaks Estate,Ginninderra,Belco Party,"HENRY, Chic",0
7844,Oaks Estate,Ginninderra,Belco Party,"LOUNT, Angela",0
7845,Oaks Estate,Ginninderra,Belco Party,"STEFANIAK, Bill",0
7846,Oaks Estate,Ginninderra,Belco Party,"TUTT, Alan",0
7847,Oaks Estate,Ginninderra,Canberra Liberals,"CAIN, Peter",0
7848,Oaks Estate,Ginninderra,Canberra Liberals,"GUNNING, Robert",0
7849,Oaks Estate,Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",0
7850,Oaks Estate,Ginninderra,Canberra Liberals,"LAM, Kacey",0
7851,Oaks Estate,Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",0
7852,Oaks Estate,Ginninderra,Labour DLP,"McCLURE, Helen",0
7853,Oaks Estate,Ginninderra,Labour DLP,"McCLURE, Ian",0
7854,Oaks Estate,Ginninderra,Liberal Democrats,"DE LUCA, Dominic",0
7855,Oaks Estate,Ginninderra,Liberal Democrats,"JAKEMAN, Guy",0
7856,Oaks Estate,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",0
7857,Oaks Estate,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",0
7858,Oaks Estate,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",0
7859,Oaks Estate,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",0
7860,Oaks Estate,Ginninderra,The ACT Greens,"CLAY, Jo",0
7861,Oaks Estate,Ginninderra,The ACT Greens,"LIERSCH, Tim",0
7862,Oaks Estate,Ginninderra,The ACT Greens,"MILLNER, Katt",0
7863,Oaks Estate,Ginninderra,Ungrouped,"CULLEN, Mignonne",0
7864,Oaks Estate,Kurrajong,ACT Labor,"ANDERSON, Judy",4
7865,Oaks Estate,Kurrajong,ACT Labor,"BARR, Andrew",25
7866,Oaks Estate,Kurrajong,ACT Labor,"INGRAM, Jacob",1
7867,Oaks Estate,Kurrajong,ACT Labor,"NORTHAM, Maddy",5
7868,Oaks Estate,Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",6
7869,Oaks Estate,Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",0
7870,Oaks Estate,Kurrajong,Animal Justice Party,"SMITH, Julie",1
7871,Oaks Estate,Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",0
7872,Oaks Estate,Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",1
7873,Oaks Estate,Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",2
7874,Oaks Estate,Kurrajong,Canberra Liberals,"BURCH, Candice",11
7875,Oaks Estate,Kurrajong,Canberra Liberals,"GUMBER, Rattesh",8
7876,Oaks Estate,Kurrajong,Canberra Liberals,"JOHNSON, Robert",8
7877,Oaks Estate,Kurrajong,Canberra Liberals,"LEE, Elizabeth",13
7878,Oaks Estate,Kurrajong,Canberra Liberals,"PENTONY, Patrick",10
7879,Oaks Estate,Kurrajong,Canberra Progressives,"BOHM, Tim",2
7880,Oaks Estate,Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",0
